SellerCity,SellerIsPriv,SellerListSrc,SellerRating,SellerRevCnt,VehCertified,VehColorExt,VehFuel,VehListdays,VehMake,VehMileage,VehModel,VehPriceLabel,VehYear,Vehicle_Trim,Dealer_Listing_Price,0 Owners,1 Owner,2 Owners,3 Owners,4 Owners,Accident(s) Reported,Buyback Protection Eligible,Non-Personal Use Reported,Title Issue(s) Reported,IntColor1,NumCylinders,CylinderSize,HEMI,AWD,4WD,Tricoat,Metallic
other,False,Digital Motorworks (DMi),,11,False,Radiant Silver,Gasoline,68.90900463,Cadillac,23998.0,XT5,Good Deal,2018,Premium Luxury,31999.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,0,0,1
other,False,Digital Motorworks (DMi),5.0,118,False,Stellar Black,Gasoline,152.8526968,Cadillac,16787.0,XT5,Good Deal,2018,Luxury,38990.0,1,0,0,0,0,0,1,0,0,black,6,3.6,0,1,0,0,1
other,False,Digital Motorworks (DMi),5.0,291,False,White,Gasoline,1.992731481,Jeep,38944.0,Grand Cherokee,Good Deal,2017,Laredo,23000.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,0
other,False,Inventory Command Center,4.0,38,False,Red,Gasoline,27.02028935,Jeep,40913.0,Grand Cherokee,Good Deal,2017,Limited,27988.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),4.0,53,False,Billet Silver,Gasoline,6.951134259,Jeep,25.0,Grand Cherokee,Good Deal,2018,Altitude,40535.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,1
other,False,HomeNet Automotive,5.0,140,False,Stellar Black,Gasoline,94.99677083,Cadillac,10.0,XT5,Fair Price,2019,Luxury,50995.0,1,0,0,0,0,1,0,1,1,black,6,3.6,0,0,0,0,1
other,False,Jeep Certified Program,,9,True,True Blue,Gasoline,147.9321065,Jeep,17116.0,Grand Cherokee,Good Deal,2018,Limited,35446.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),5.0,212,True,White,Gasoline,31.68537037,Cadillac,27749.0,XT5,Good Deal,2017,Platinum,41000.0,0,1,0,0,0,0,1,0,0,brown,6,3.6,0,1,0,1,0
other,False,Digital Motorworks (DMi),4.0,44,False,Stellar Black,Gasoline,56.76978009,Cadillac,19212.0,XT5,Good Deal,2017,Base,30991.0,0,1,0,0,0,0,1,0,0,beige,6,3.6,0,0,0,0,1
other,False,Inventory Command Center,5.0,531,False,Brilliant Black,Unknown,1.644988426,Jeep,42489.0,Grand Cherokee,,2015,SRT,45800.0,0,0,0,0,0,0,0,0,0,black,8,6.4,0,0,1,1,0
other,False,Digital Motorworks (DMi),4.0,205,False,Diamond Black,Gasoline,61.96912037,Jeep,23939.0,Grand Cherokee,Good Deal,2017,Laredo,24365.0,0,1,0,0,0,0,0,0,1,black,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),,5,False,Black,Gasoline,18.89689815,Cadillac,26348.0,XT5,Good Deal,2017,Premium Luxury,36900.0,0,1,0,0,0,0,1,0,0,beige,6,3.6,0,0,0,0,1
other,False,Digital Motorworks (DMi),5.0,224,False,Bright White,E85 Flex Fuel,59.90770833,Jeep,42757.0,Grand Cherokee,Great Deal,2015,Laredo,19995.0,0,1,0,0,0,0,1,0,0,other,6,3.6,0,0,1,0,0
Battle Creek,False,Inventory Command Center,5.0,107,False,Billet Silver,Gasoline,24.77003472,Jeep,18576.0,Grand Cherokee,Good Deal,2018,Trailhawk,34999.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,1
other,False,Inventory Command Center,,0,False,Gray,Gasoline,40.61421296,Jeep,45964.0,Grand Cherokee,Good Deal,2017,Limited,30999.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,0
other,False,HomeNet Automotive,4.0,639,False,White,Gasoline,12.59513889,Cadillac,5343.0,XT5,Good Deal,2017,Luxury FWD,35530.0,0,1,0,0,0,0,1,0,0,beige,6,3.6,0,0,0,1,0
other,False,Cadillac Certified Program,5.0,42,True,White,Gasoline,20.91508102,Cadillac,24892.0,XT5,Great Deal,2018,,39995.0,0,1,0,0,0,0,1,0,0,N/A,6,3.6,0,1,0,0,0
other,False,Digital Motorworks (DMi),4.0,117,False,Bright White,Gasoline,11.73847222,Jeep,24565.0,Grand Cherokee,Good Deal,2016,Laredo,25677.0,0,1,0,0,0,0,1,0,0,N/A,6,3.6,0,0,0,0,0
other,False,Inventory Command Center,,5,False,Gray,Gasoline,202.10375,Jeep,45102.0,Grand Cherokee,Good Deal,2015,Limited,24990.0,0,1,0,0,0,0,1,0,0,other,6,3.6,0,0,1,0,0
other,False,HomeNet Automotive,4.0,520,False,White,Gasoline,12.57486111,Cadillac,5343.0,XT5,Good Deal,2017,Luxury FWD,35530.0,0,1,0,0,0,0,1,0,0,beige,6,3.6,0,0,0,1,0
other,False,Digital Motorworks (DMi),,6,False,Stellar Black,Gasoline,6.924490741,Cadillac,25382.0,XT5,Good Deal,2017,Base,29900.0,0,1,0,0,0,0,1,0,0,cirrus,6,3.6,0,0,0,0,1
other,False,HomeNet Automotive,5.0,656,False,Radiant Silver,Gasoline,81.6643287,Cadillac,30965.0,XT5,Good Deal,2018,Premium Luxury,34893.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,1,0,0,1
other,False,Cadillac Certified Program,3.0,275,True,White,Gasoline,9.923263889,Cadillac,7566.0,XT5,Great Deal,2017,,32950.0,0,1,0,0,0,0,1,0,0,N/A,,,0,0,0,0,0
other,False,Jeep Certified Program,5.0,47,True,Red,Gasoline,145.9584375,Jeep,15514.0,Grand Cherokee,Good Deal,2018,,41366.0,0,1,0,0,0,0,1,1,0,N/A,,,0,0,0,0,0
other,False,Jeep Certified Program,3.0,25,True,Gray,Gasoline,127.9615741,Jeep,37895.0,Grand Cherokee,Great Deal,2015,,21471.0,0,1,0,0,0,0,1,0,0,N/A,,,0,0,0,0,0
other,False,HomeNet Automotive,4.0,728,False,Granite,Gasoline,13.5044213,Jeep,40277.0,Grand Cherokee,Good Deal,2015,Overland,29560.0,0,1,0,0,0,0,1,0,0,beige,6,3.6,0,0,1,1,1
other,False,HomeNet Automotive,3.0,26,False,Diamond Black,Gasoline,109.7524306,Jeep,14875.0,Grand Cherokee,Good Deal,2017,Limited,31988.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,1,0
other,False,Digital Motorworks (DMi),5.0,575,False,Red,Gasoline,48.94563657,Jeep,46036.0,Grand Cherokee,Good Deal,2017,Limited,25100.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,0
other,False,Inventory Command Center,5.0,76,False,other,Gasoline,118.6809028,Cadillac,15808.0,XT5,Fair Price,2017,Platinum,41988.0,0,1,0,0,0,0,1,0,0,brown,6,,0,1,0,0,1
other,False,HomeNet Automotive,5.0,129,True,other,Gasoline,524.4961458,Cadillac,5907.0,XT5,Good Deal,2018,Premium Luxury,53685.0,1,0,0,0,0,1,0,1,1,black,6,3.6,0,0,0,0,0
other,False,Digital Motorworks (DMi),5.0,424,False,Billet Silver,Gasoline,45.00476852,Jeep,39506.0,Grand Cherokee,Good Deal,2015,Limited,24452.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,1
other,False,Digital Motorworks (DMi),5.0,283,True,Dark Granite,Gasoline,31.68226852,Cadillac,24579.0,XT5,Good Deal,2018,Luxury,37985.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,1,0,0,1
other,False,HomeNet Automotive,5.0,183,False,True Blue,Gasoline,154.9848148,Jeep,24386.0,Grand Cherokee,Good Deal,2015,Limited,27490.0,0,1,0,0,0,0,1,1,0,beige,6,3.6,0,0,1,1,0
other,False,Digital Motorworks (DMi),5.0,101,False,Bright White,Gasoline,7.466828704,Jeep,35900.0,Grand Cherokee,Good Deal,2017,Overland,29999.0,0,1,0,0,0,0,1,1,1,black,6,3.6,0,0,1,0,0
other,False,HomeNet Automotive,4.0,32,True,other,Gasoline,14.76474537,Cadillac,7.0,XT5,Good Deal,2019,Luxury,43978.0,1,0,0,0,0,1,0,1,1,cirrus,6,3.6,0,1,0,0,1
other,False,Digital Motorworks (DMi),5.0,162,False,White,Gasoline,3.422175926,Cadillac,34388.0,XT5,Good Deal,2018,Premium Luxury,37935.0,0,1,0,0,0,0,1,1,0,beige,6,3.6,0,0,0,1,0
other,False,HomeNet Automotive,4.0,726,False,Granite,Gasoline,35.62074074,Jeep,37151.0,Grand Cherokee,Good Deal,2015,Overland,28130.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,1,1
other,False,Digital Motorworks (DMi),,6,False,Granite,Gasoline,48.94488426,Jeep,30887.0,Grand Cherokee,Fair Price,2018,Limited,29999.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,1,1
other,False,Inventory Command Center,4.0,142,False,Black,Gasoline,186.7742361,Jeep,35071.0,Grand Cherokee,Good Deal,2015,Limited,24995.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,0
other,False,Inventory Command Center,5.0,143,False,Radiant Silver,Gasoline,10.17450231,Cadillac,18680.0,XT5,Good Deal,2018,Premium Luxury,42927.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,1,0,0,1
other,False,Digital Motorworks (DMi),4.0,628,False,Granite,Gasoline,25.96427083,Jeep,17092.0,Grand Cherokee,Good Deal,2017,Altitude,34995.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,1,1
other,False,HomeNet Automotive,,24,False,Velvet Red,Gasoline,108.9299306,Jeep,14513.0,Grand Cherokee,Good Deal,2018,Limited,34757.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,1,0
other,False,Jeep Certified Program,5.0,1075,True,Billet Silver,Gasoline,95.95822917,Jeep,13419.0,Grand Cherokee,Great Deal,2018,Laredo,26839.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,1
other,False,Digital Motorworks (DMi),,7,False,White,Gasoline,10.84297454,Jeep,33416.0,Grand Cherokee,Good Deal,2015,Limited,24998.0,0,1,0,0,0,1,1,1,0,black,6,3.6,0,0,1,0,0
other,False,HomeNet Automotive,4.0,274,True,White,Gasoline,26.00190972,Cadillac,25336.0,XT5,Fair Price,2017,Platinum AWD,41490.0,0,1,0,0,0,0,1,0,0,brown,6,3.6,0,1,0,1,0
other,False,HomeNet Automotive,,24,False,other,Gasoline,50.47782407,Jeep,38845.0,Grand Cherokee,Great Deal,2017,Summit,38363.0,0,1,0,0,0,0,1,0,0,black,8,5.7,0,0,1,1,0
other,False,Inventory Command Center,,18,False,Stellar Black,Gasoline,25.65015046,Cadillac,11665.0,XT5,Great Deal,2017,Base,31995.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,0,0,1
other,False,Digital Motorworks (DMi),4.0,429,False,Brilliant Black,Gasoline,21.00001157,Jeep,27094.0,Grand Cherokee,Good Deal,2015,Limited,26500.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,1,0
other,False,Digital Motorworks (DMi),5.0,7094,True,Stellar Black,Gasoline,222.9033218,Cadillac,13620.0,XT5,Good Deal,2017,Luxury,36588.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,0,0,1
other,False,Jeep Certified Program,5.0,302,True,White,Gasoline,53.96241898,Jeep,5228.0,Grand Cherokee,Fair Price,2018,,35495.0,0,1,0,0,0,0,1,0,0,N/A,,,0,0,0,0,0
other,False,Inventory Command Center,,11,False,Billet Silver,Gasoline,139.1203009,Jeep,37830.0,Grand Cherokee,Good Deal,2015,High Altitude,30500.0,0,1,0,0,0,1,1,0,0,black,6,,0,0,1,0,1
other,False,Digital Motorworks (DMi),5.0,43,False,Granite,Gasoline,7.484305556,Jeep,28081.0,Grand Cherokee,Good Deal,2017,Altitude,29500.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,1,1
other,False,Inventory Command Center,4.0,79,False,other,Gasoline,52.86645833,Cadillac,28383.0,XT5,Good Deal,2018,Premium Luxury,37771.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,1,0,1,1
other,False,HomeNet Automotive,4.0,72,False,other,Gasoline,22.21164352,Jeep,1705.0,Grand Cherokee,Fair Price,2018,Trackhawk,77501.0,0,1,0,0,0,0,1,0,0,black,8,6.2,0,0,1,1,0
other,False,Digital Motorworks (DMi),5.0,162,False,other,Gasoline,9.67244213,Cadillac,38858.0,XT5,Good Deal,2017,Luxury,32985.0,0,1,0,0,0,0,1,0,0,beige,6,3.6,0,0,0,0,1
other,False,Cadillac Certified Program,,19,True,Black,Gasoline,214.7780903,Cadillac,18895.0,XT5,Good Deal,2017,,36988.0,0,1,0,0,0,0,1,1,0,N/A,,,0,0,0,0,0
other,False,Digital Motorworks (DMi),,16,False,White,Gasoline,33.46989583,Jeep,29163.0,Grand Cherokee,Fair Price,2016,High Altitude,34998.0,0,0,1,0,0,0,1,1,0,black,6,3.6,0,0,0,0,0
other,False,Digital Motorworks (DMi),5.0,69,True,Radiant Silver,Gasoline,45.7469213,Cadillac,30396.0,XT5,Good Deal,2018,Premium Luxury,34589.0,0,1,0,0,0,1,1,1,0,black,6,3.6,0,1,0,0,1
other,False,Digital Motorworks (DMi),4.0,261,True,other,Gasoline,7.423101852,Cadillac,24877.0,XT5,Great Deal,2017,Base,28981.0,0,1,0,0,0,0,1,0,0,beige,6,3.6,0,0,0,0,1
other,False,Digital Motorworks (DMi),5.0,34,False,Billet Silver,Gasoline,47.46548611,Jeep,20895.0,Grand Cherokee,Good Deal,2018,Sterling Edition,33888.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,1
other,False,Jeep Certified Program,5.0,60,True,Black,Gasoline,165.9707407,Jeep,30576.0,Grand Cherokee,Fair Price,2018,,35632.0,0,1,0,0,0,0,1,1,0,N/A,,,0,0,0,0,0
other,False,HomeNet Automotive,5.0,1402,False,Bright White,Gasoline,27.17659722,Jeep,20439.0,Grand Cherokee,Fair Price,2017,Limited 75th Anniversary Edition,30998.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,0
other,False,Jeep Certified Program,5.0,410,True,Red,Gasoline,19.95119213,Jeep,24213.0,Grand Cherokee,Great Deal,2015,,23000.0,0,1,0,0,0,0,1,0,0,black,,,0,0,0,0,0
other,False,HomeNet Automotive,4.0,731,False,Velvet Red,Gasoline,0.638252315,Jeep,23262.0,Grand Cherokee,,2017,Summit,40980.0,0,0,0,0,0,0,0,0,0,black,6,3.6,0,0,1,1,0
other,False,HomeNet Automotive,5.0,802,False,other,Gasoline,56.7378588,Cadillac,35.0,XT5,Good Deal,2019,Premium Luxury,50283.0,1,0,0,0,0,0,1,0,0,beige,6,3.6,0,0,0,0,1
other,False,Digital Motorworks (DMi),3.0,25,False,Brilliant Black,Gasoline,15.00267361,Jeep,47660.0,Grand Cherokee,Good Deal,2015,Limited,23497.0,0,1,0,0,0,1,1,0,0,beige,6,3.6,0,0,1,1,0
other,False,Jeep Certified Program,4.0,97,True,Granite,E85 Flex Fuel,159.4871991,Jeep,35581.0,Grand Cherokee,Good Deal,2015,Altitude,26741.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,1,1
other,False,Digital Motorworks (DMi),5.0,65,False,Black,Gasoline,6.431678241,Cadillac,17701.0,XT5,Good Deal,2018,Premium Luxury,39249.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,1,0,0,1
other,False,Inventory Command Center,4.0,343,False,other,Gasoline,12.31310185,Jeep,33667.0,Grand Cherokee,Good Deal,2017,Altitude,33990.0,0,1,0,0,0,0,1,0,0,N/A,6,3.6,0,0,1,1,0
other,False,Digital Motorworks (DMi),3.0,58,True,White,Gasoline,71.89480324,Cadillac,40640.0,XT5,Good Deal,2017,Platinum,36323.0,0,1,0,0,0,0,1,0,0,N/A,6,3.6,0,1,0,0,0
other,False,Inventory Command Center,5.0,36,False,Stellar Black,Gasoline,67.60162037,Cadillac,30578.0,XT5,Good Deal,2018,Premium Luxury,34500.0,0,1,0,0,0,0,1,1,0,beige,,3.6,0,0,0,0,1
other,False,Inventory Command Center,5.0,491,False,Red,Gasoline,220.1103009,Cadillac,19479.0,XT5,Good Deal,2017,FWD,31999.0,0,1,0,0,0,0,1,0,0,beige,6,3.6,0,0,0,0,0
other,False,HomeNet Automotive,,13,False,Granite,Gasoline,139.9507639,Jeep,35882.0,Grand Cherokee,Good Deal,2017,Limited,25918.0,0,1,0,0,0,1,1,1,0,black,6,3.6,0,0,1,1,1
other,False,Digital Motorworks (DMi),3.0,58,False,Stellar Black,Gasoline,2.885405093,Cadillac,30520.0,XT5,Good Deal,2018,Premium Luxury,35044.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,0,0,1
other,False,HomeNet Automotive,4.0,86,False,Bright White,Gasoline,153.9297917,Jeep,6186.0,Grand Cherokee,Good Deal,2018,Trailhawk,38962.0,0,1,0,0,0,0,1,0,0,red,8,5.7,1,0,1,0,0
other,False,Digital Motorworks (DMi),5.0,29,False,Radiant Silver,Gasoline,41.94503472,Cadillac,45229.0,XT5,Great Deal,2017,Luxury,28977.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,1,0,0,1
other,False,HomeNet Automotive,5.0,152,False,Stellar Black,Gasoline,12.94642361,Cadillac,20083.0,XT5,Good Deal,2018,Premium Luxury,37993.0,0,1,0,0,0,1,1,1,0,black,6,3.6,0,0,0,0,1
other,False,Digital Motorworks (DMi),4.0,332,False,Bright White,Gasoline,0.963148148,Jeep,32862.0,Grand Cherokee,,2016,Limited,27995.0,0,0,0,0,0,0,0,0,0,black,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),5.0,81,False,Bright White,Gasoline,18.61483796,Jeep,9080.0,Grand Cherokee,Good Deal,2015,Limited,28997.0,0,1,0,0,0,1,1,0,0,black,6,3.6,0,0,1,0,0
other,False,Jeep Certified Program,3.0,78,True,other,Gasoline,25.94494213,Jeep,20558.0,Grand Cherokee,Good Deal,2017,Altitude,31655.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),,4,False,Bright White,Gasoline,39.97201389,Jeep,34214.0,Grand Cherokee,Fair Price,2015,Limited,26900.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,0
other,False,Inventory Command Center,5.0,145,True,Radiant Silver,Gasoline,277.5880324,Cadillac,24182.0,XT5,Good Deal,2018,Premium Luxury,41900.0,0,1,0,0,0,0,1,1,0,black,6,,0,1,0,0,1
other,False,Digital Motorworks (DMi),5.0,966,True,White,Gasoline,11.40747685,Cadillac,24219.0,XT5,Good Deal,2018,Platinum,45809.0,0,1,0,0,0,0,1,0,0,brown,6,3.6,0,1,0,1,0
other,False,Cadillac Certified Program,4.0,37,True,Silver,Gasoline,6.917349537,Cadillac,36310.0,XT5,Good Deal,2018,,35886.0,0,0,1,0,0,0,1,1,0,N/A,,,0,0,0,0,0
other,False,Jeep Certified Program,0.0,57,True,Red,Gasoline,6.953923611,Jeep,39179.0,Grand Cherokee,Good Deal,2015,,27595.0,0,1,0,0,0,0,1,0,0,beige,,,0,0,0,0,0
other,False,Digital Motorworks (DMi),5.0,411,False,other,Gasoline,25.48946759,Jeep,14767.0,Grand Cherokee,Fair Price,2017,Summit,37500.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,0
other,False,HomeNet Automotive,4.0,726,False,Billet Silver,Gasoline,20.42409722,Jeep,48880.0,Grand Cherokee,,2015,Altitude,26730.0,0,0,0,0,0,0,0,0,0,black,6,3.6,0,0,1,0,1
Chicago,False,Digital Motorworks (DMi),5.0,290,False,Silver,Gasoline,73.94954861,Jeep,42455.0,Grand Cherokee,Good Deal,2017,Limited,27200.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),3.0,51,True,other,Gasoline,22.91005787,Cadillac,7458.0,XT5,Good Deal,2017,Luxury,36144.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,0,0,0
other,False,Digital Motorworks (DMi),5.0,37,False,other,Gasoline,56.43166667,Cadillac,24080.0,XT5,Fair Price,2017,Premium Luxury,35995.0,0,1,0,0,0,0,1,0,0,cirrus,6,3.6,0,0,0,0,1
other,False,HomeNet Automotive,,23,True,Radiant Silver,Gasoline,53.68868056,Cadillac,11116.0,XT5,Good Deal,2017,Luxury FWD,35988.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,0,0,1
other,False,Digital Motorworks (DMi),2.0,42,False,Radiant Silver,Gasoline,1.927650463,Cadillac,3878.0,XT5,Fair Price,2019,Luxury,50695.0,0,0,0,0,0,0,0,0,0,black,6,3.6,0,1,0,0,1
other,False,Inventory Command Center,5.0,361,False,other,Gasoline,49.41225694,Cadillac,50753.0,XT5,Good Deal,2017,Luxury,30990.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,1,0,0,1
other,False,Digital Motorworks (DMi),5.0,100,False,Dark Granite,Gasoline,73.84471065,Cadillac,14784.0,XT5,Great Deal,2018,Premium Luxury,41288.0,0,1,0,0,0,0,1,0,0,beige,6,3.6,0,0,0,0,1
other,False,Inventory Command Center,5.0,305,False,Stellar Black,Gasoline,13.77331019,Cadillac,21471.0,XT5,Good Deal,2018,Premium Luxury,39566.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,1,0,0,1
other,False,Inventory Command Center,3.0,59,False,Gray,Gasoline,17.05787037,Cadillac,15720.0,XT5,Good Deal,2017,Luxury,29499.0,0,1,0,0,0,0,1,0,0,N/A,6,,0,0,0,0,0
other,False,Inventory Command Center,5.0,68,False,True Blue,Gasoline,136.8160764,Jeep,37220.0,Grand Cherokee,Great Deal,2018,Limited,29679.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,1,0
other,False,HomeNet Automotive,4.0,727,False,Billet Silver,Gasoline,20.46116898,Jeep,48880.0,Grand Cherokee,,2015,Altitude,26730.0,0,0,0,0,0,0,0,0,0,black,6,3.6,0,0,1,0,1
other,False,Digital Motorworks (DMi),5.0,118,False,White,Gasoline,152.8527083,Cadillac,7412.0,XT5,Fair Price,2018,Premium Luxury,43998.0,1,0,0,0,0,0,1,0,0,other,6,3.6,0,0,0,1,0
other,False,Digital Motorworks (DMi),5.0,837,False,Black,Gasoline,13.00831019,Cadillac,17723.0,XT5,Good Deal,2017,Premium Luxury,37999.0,0,1,0,0,0,0,1,0,0,N/A,6,3.6,0,0,0,0,0
other,False,Jeep Certified Program,5.0,47,True,Silver,Gasoline,172.95875,Jeep,18164.0,Grand Cherokee,Fair Price,2018,,40866.0,0,1,0,0,0,0,1,1,0,N/A,,,0,0,0,0,0
other,False,HomeNet Automotive,,3,False,other,Gasoline,96.68675926,Jeep,38226.0,Grand Cherokee,Good Deal,2015,Limited,24900.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,1,0
other,False,Digital Motorworks (DMi),,7,False,Silver,Gasoline,6.969537037,Jeep,42455.0,Grand Cherokee,Good Deal,2017,Limited,27200.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,0
other,False,Inventory Command Center,5.0,49,False,White,Gasoline,61.10478009,Cadillac,667.0,XT5,Good Deal,2018,Platinum,60708.0,0,1,0,0,0,0,1,0,0,brown,6,3.6,0,1,0,1,0
other,False,Digital Motorworks (DMi),,1,False,Diamond Black,Gasoline,145.4381713,Jeep,8146.0,Grand Cherokee,Good Deal,2018,Altitude,33000.0,1,0,0,0,0,1,0,1,1,black,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),4.0,176,True,other,Gasoline,18.67914352,Cadillac,37445.0,XT5,Good Deal,2017,Premium Luxury,35981.0,0,1,0,0,0,0,1,0,0,beige,6,3.6,0,0,0,0,0
other,False,HomeNet Automotive,,11,False,Dark Granite,Gasoline,170.8624653,Cadillac,15350.0,XT5,Good Deal,2018,Premium Luxury,42900.0,0,1,0,0,0,0,1,0,0,other,6,3.6,0,0,0,0,1
other,False,Digital Motorworks (DMi),,19,False,Bright White,Gasoline,60.49034722,Jeep,14358.0,Grand Cherokee,Good Deal,2018,Limited,32498.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,0
other,False,HomeNet Automotive,4.0,121,False,White,Gasoline,42.2278125,Cadillac,21516.0,XT5,Good Deal,2017,Premium Luxury AWD,35988.0,0,1,0,0,0,0,1,0,0,cirrus,6,3.6,0,1,0,1,0
other,False,Inventory Command Center,5.0,94,False,other,Gasoline,31.91621528,Jeep,42186.0,Grand Cherokee,Fair Price,2017,Overland,31600.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,1
other,False,Digital Motorworks (DMi),5.0,181,False,Brilliant Black,E85 Flex Fuel,54.97525463,Jeep,46923.0,Grand Cherokee,Great Deal,2015,Laredo,20000.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,1,0
other,False,Digital Motorworks (DMi),5.0,1541,False,Black,Gasoline,9.979525463,Jeep,35853.0,Grand Cherokee,Good Deal,2016,SRT,47029.0,0,0,1,0,0,0,1,0,0,N/A,8,6.4,0,0,1,0,0
other,False,HomeNet Automotive,,1,False,Stellar Black,Gasoline,82.48907407,Cadillac,11310.0,XT5,Good Deal,2017,Premium Luxury FWD,36380.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,0,0,1
other,False,Digital Motorworks (DMi),5.0,37,False,Diamond Black,Gasoline,4.491412037,Jeep,34897.0,Grand Cherokee,Good Deal,2018,Limited,28966.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,0
Chicago,False,Inventory Command Center,,14,False,Black,Gasoline,11.02038194,Jeep,31280.0,Grand Cherokee,Great Deal,2017,Limited,29995.0,0,0,1,0,0,1,1,1,0,black,,3.6,0,0,1,0,0
other,False,Cadillac Certified Program,5.0,527,True,Black,Gasoline,53.91686343,Cadillac,34190.0,XT5,Good Deal,2018,,38000.0,0,1,0,0,0,0,1,1,0,N/A,,,0,0,0,0,0
other,False,HomeNet Automotive,4.0,165,False,Diamond Black,Gasoline,0.431944444,Jeep,16374.0,Grand Cherokee,,2018,Laredo,28999.0,0,0,0,0,0,0,0,0,0,black,6,3.6,0,0,1,1,0
other,False,Inventory Command Center,5.0,305,False,other,Gasoline,13.03203704,Cadillac,36899.0,XT5,Good Deal,2018,Premium Luxury,35896.0,0,0,1,0,0,0,1,1,0,black,6,3.6,0,1,0,0,1
other,False,Digital Motorworks (DMi),4.0,353,False,Stellar Black,Gasoline,30.77681713,Cadillac,36002.0,XT5,Good Deal,2017,Luxury,31478.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,0,0,1
other,False,Digital Motorworks (DMi),5.0,88,True,other,Gasoline,53.44027778,Cadillac,6028.0,XT5,Good Deal,2018,Premium Luxury,46900.0,1,0,0,0,0,0,1,0,0,beige,6,3.6,0,0,0,0,1
other,False,Cadillac Certified Program,,16,True,White,Gasoline,33.66299769,Cadillac,32986.0,XT5,Good Deal,2017,,33990.0,0,1,0,0,0,0,1,0,0,N/A,,,0,0,0,0,0
other,False,Inventory Command Center,,4,False,White,Gasoline,35.54703704,Cadillac,28301.0,XT5,Great Deal,2017,Luxury,29700.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,0,0,0
other,False,Inventory Command Center,5.0,621,True,Radiant Silver,Gasoline,23.97166667,Cadillac,11376.0,XT5,Good Deal,2018,Base,32692.0,0,1,0,0,0,0,1,0,0,beige,6,,0,0,0,0,1
